flight_number,airline_iata,airline_name,origin_iata,origin_city,dest_iata,dest_city,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,delay_minutes,distance_km,aircraft_type,origin_weather_code,origin_temp_c,origin_wind_kmh,origin_visibility_km,origin_precip_mm,origin_humidity,dest_weather_code,dest_temp_c,dest_wind_kmh,dest_visibility_km,dest_precip_mm,dest_humidity,weather_severity,origin_weather_severity,dest_weather_severity,hour_of_day,day_of_week,month,is_weekend,is_holiday,congestion_level,origin_congestion,dest_congestion,airline_reliability,historical_delay_rate,is_delayed
U28627,U2,easyJet,FCO,Rome,LHR,London,2025-06-02 10:55:00,2025-06-02 12:43:13,2025-06-02 10:55:00,2025-06-02 12:43:13,on_time,0,1443,A330,cloudy,13.7,7.7,12.8,0.1,84,clear,26.5,5.9,12.1,0.0,34,0.174,0.174,0.067,10,0,6,0,0,0.623,0.709,0.536,0.72,0.161,0
DL9096,DL,Delta Air Lines,ORY,Paris,FCO,Rome,2025-02-03 00:20:00,2025-02-03 01:41:40,2025-02-03 01:35:00,2025-02-03 02:56:40,delayed,75,1089,B787,snow,-8.4,14.1,3.7,12.0,75,clear,28.3,14.0,10.9,0.0,40,0.569,0.569,0.049,0,0,2,0,0,0.09,0.063,0.117,0.83,0.14,1
EK4315,EK,Emirates,DXB,Dubai,FCO,Rome,2025-03-05 08:00:00,2025-03-05 13:25:43,2025-03-05 08:00:00,2025-03-05 13:25:43,on_time,0,4343,A330,clear,19.0,9.4,15.5,0.0,88,cloudy,23.8,9.0,14.9,0.2,90,0.311,0.065,0.311,8,2,3,0,0,0.631,0.719,0.544,0.88,0.055,0
IB9129,IB,Iberia,CDG,Paris,FCO,Rome,2025-11-11 18:10:00,2025-11-11 19:32:30,2025-11-11 18:14:00,2025-11-11 19:36:30,on_time,0,1100,B787,rain,6.1,29.6,5.2,13.6,68,rain,18.1,36.7,6.1,2.6,83,0.543,0.543,0.515,18,1,11,0,0,0.772,0.859,0.686,0.76,0.116,0
IB4599,IB,Iberia,FCO,Rome,BCN,Barcelona,2025-11-06 10:50:00,2025-11-06 11:53:27,2025-11-06 13:04:00,2025-11-06 14:07:27,delayed,134,846,E190,cloudy,6.7,24.9,9.2,0.4,68,rain,8.5,21.4,8.9,6.3,74,0.361,0.178,0.361,10,3,11,0,0,0.659,0.807,0.51,0.76,0.112,1
U27820,U2,easyJet,DXB,Dubai,BCN,Barcelona,2025-07-24 01:00:00,2025-07-24 07:28:07,2025-07-24 00:55:00,2025-07-24 07:23:07,on_time,0,5175,A380,clear,25.4,7.6,11.4,0.0,37,clear,33.7,13.0,12.6,0.0,68,0.204,0.204,0.0,1,3,7,0,0,0.234,0.12,0.348,0.72,0.112,0
LH2771,LH,Lufthansa,DXB,Dubai,LHR,London,2026-01-28 18:15:00,2026-01-29 01:07:16,2026-01-28 18:17:00,2026-01-29 01:09:16,on_time,0,5497,B787,clear,20.3,9.9,16.4,0.0,89,clear,27.6,0.7,17.4,0.0,93,0.226,0.226,0.0,18,2,1,0,0,0.436,0.829,0.043,0.8,0.07,0
LH2669,LH,Lufthansa,BCN,Barcelona,CDG,Paris,2025-08-21 11:20:00,2025-08-21 12:24:21,2025-08-21 11:22:00,2025-08-21 12:26:21,on_time,0,858,A350,cloudy,14.6,10.9,14.2,0.1,43,cloudy,19.1,15.2,8.3,0.2,33,0.216,0.216,0.051,11,3,8,0,0,0.551,0.597,0.505,0.8,0.203,0
U23485,U2,easyJet,BCN,Barcelona,DXB,Dubai,2026-01-17 10:35:00,2026-01-17 17:03:07,2026-01-17 10:37:00,2026-01-17 17:05:07,on_time,0,5175,A320,clear,26.3,7.7,20.0,0.0,75,storm,19.4,79.6,4.9,6.1,66,0.72,0.0,0.72,10,5,1,1,0,0.734,0.938,0.529,0.72,0.185,0
AA5203,AA,American Airlines,JFK,New York,CDG,Paris,2025-02-04 05:25:00,2025-02-04 12:42:28,2025-02-04 05:21:00,2025-02-04 12:38:28,on_time,0,5833,A330,cloudy,9.9,12.0,11.8,0.2,93,cloudy,14.5,20.4,10.4,0.0,47,0.119,0.119,0.094,5,1,2,0,0,0.361,0.039,0.682,0.81,0.233,0
AA6835,AA,American Airlines,JFK,New York,ORY,Paris,2025-05-30 12:10:00,2025-05-30 19:27:24,2025-05-30 12:09:00,2025-05-30 19:26:24,on_time,0,5832,A350,cloudy,25.9,22.1,11.4,0.4,95,cloudy,27.3,23.5,10.5,0.5,55,0.091,0.005,0.091,12,4,5,0,0,0.762,0.681,0.842,0.81,0.193,0
U2858,U2,easyJet,JFK,New York,ORY,Paris,2026-01-09 11:15:00,2026-01-09 18:32:24,2026-01-09 11:18:00,2026-01-09 18:35:24,on_time,0,5832,A320,cloudy,13.1,11.2,12.9,0.1,36,storm,15.5,54.5,2.3,25.9,78,0.772,0.247,0.772,11,4,1,0,0,0.63,0.459,0.801,0.72,0.193,0
TK7616,TK,Turkish Airlines,CDG,Paris,DXB,Dubai,2025-08-25 15:30:00,2025-08-25 22:02:51,2025-08-25 15:34:00,2025-08-25 22:06:51,on_time,0,5238,B777,storm,28.8,49.7,2.7,22.5,45,cloudy,19.5,22.8,11.7,0.2,76,0.835,0.835,0.146,15,0,8,0,0,0.437,0.395,0.479,0.77,0.111,0
AZ7788,AZ,ITA Airways,FCO,Rome,LHR,London,2025-11-15 05:00:00,2025-11-15 06:48:13,2025-11-15 05:00:00,2025-11-15 06:48:13,on_time,0,1443,E190,clear,30.9,11.3,19.4,0.0,87,cloudy,10.5,7.8,9.8,0.2,39,0.131,0.071,0.131,5,5,11,1,0,0.253,0.011,0.495,0.74,0.161,0
IB4797,IB,Iberia,DXB,Dubai,ORY,Paris,2025-04-08 09:50:00,2025-04-08 16:23:27,2025-04-08 09:52:00,2025-04-08 16:25:27,on_time,0,5246,E190,clear,16.0,12.4,10.8,0.0,37,rain,19.8,22.8,8.5,7.1,66,0.452,0.053,0.452,9,1,4,0,0,0.6,0.793,0.406,0.76,0.064,0
AF9538,AF,Air France,ORY,Paris,BCN,Barcelona,2025-07-29 04:05:00,2025-07-29 05:06:57,2025-07-29 04:06:00,2025-07-29 05:07:57,on_time,0,826,A380,clear,26.2,2.6,18.7,0.0,52,fog,12.4,7.2,1.0,0.7,89,0.6,0.024,0.6,4,1,7,0,0,0.107,0.127,0.087,0.78,0.208,0
DL3306,DL,Delta Air Lines,LHR,London,FCO,Rome,2025-11-10 17:00:00,2025-11-10 18:48:13,2025-11-10 17:54:00,2025-11-10 19:42:13,delayed,54,1443,A320,clear,17.6,3.0,11.4,0.0,43,cloudy,18.4,12.1,7.6,0.4,85,0.1,0.1,0.0,17,0,11,0,0,0.778,0.879,0.678,0.83,0.138,1
LH7377,LH,Lufthansa,FCO,Rome,CDG,Paris,2025-07-27 07:45:00,2025-07-27 09:07:30,2025-07-27 09:11:00,2025-07-27 10:33:30,delayed,86,1100,A350,cloudy,24.5,13.8,11.5,0.3,83,cloudy,7.1,6.5,10.3,0.5,43,0.226,0.113,0.226,7,6,7,1,0,0.552,0.378,0.727,0.8,0.198,1
IB4548,IB,Iberia,BCN,Barcelona,JFK,New York,2025-04-28 19:40:00,2025-04-29 03:21:15,2025-04-28 19:44:00,2025-04-29 03:25:15,on_time,0,6150,A321,cloudy,10.9,19.2,7.3,0.4,38,rain,16.4,30.1,7.9,3.8,87,0.312,0.259,0.312,19,0,4,0,0,0.378,0.756,0.0,0.76,0.173,0
VY7766,VY,Vueling,JFK,New York,DXB,Dubai,2025-12-01 12:55:00,2025-12-02 02:40:04,2025-12-01 12:51:00,2025-12-02 02:36:04,on_time,0,11001,B787,rain,16.0,10.7,6.0,5.2,82,cloudy,21.8,16.5,10.1,0.4,61,0.074,0.074,0.03,12,0,12,0,0,0.38,0.492,0.267,0.7,0.24,0
VY8071,VY,Vueling,DXB,Dubai,CDG,Paris,2025-10-03 06:50:00,2025-10-03 13:22:51,2025-10-03 06:53:00,2025-10-03 13:25:51,on_time,0,5238,B787,clear,27.9,0.9,14.9,0.0,44,cloudy,19.2,10.9,8.4,0.0,55,0.321,0.164,0.321,6,4,10,0,0,0.542,0.442,0.642,0.7,0.11,0
U21512,U2,easyJet,LHR,London,ORY,Paris,2025-04-24 09:45:00,2025-04-24 10:12:22,2025-04-24 09:48:00,2025-04-24 10:15:22,on_time,0,365,B737,clear,25.9,1.4,14.1,0.0,74,cloudy,7.0,14.7,12.1,0.1,72,0.177,0.0,0.177,9,3,4,0,0,0.701,0.611,0.791,0.72,0.213,0
LH9335,LH,Lufthansa,DXB,Dubai,CDG,Paris,2025-05-10 23:50:00,2025-05-11 06:22:51,2025-05-10 23:53:00,2025-05-11 06:25:51,on_time,0,5238,A321,clear,16.9,14.1,15.9,0.0,71,cloudy,13.9,17.1,14.1,0.1,40,0.151,0.012,0.151,23,5,5,1,0,0.253,0.326,0.179,0.8,0.11,0
U26808,U2,easyJet,ORY,Paris,CDG,Paris,2025-12-04 13:05:00,2025-12-04 13:07:33,2025-12-04 13:10:00,2025-12-04 13:12:33,on_time,0,34,B777,cloudy,22.2,17.4,13.5,0.1,45,snow,-9.5,25.0,3.2,16.5,56,0.524,0.22,0.524,13,3,12,0,0,0.52,0.533,0.507,0.72,0.198,0
BA4596,BA,British Airways,BCN,Barcelona,JFK,New York,2025-08-22 21:05:00,2025-08-23 04:46:15,2025-08-22 21:02:00,2025-08-23 04:43:15,on_time,0,6150,A350,clear,17.5,8.9,15.5,0.0,57,storm,21.8,59.6,3.4,23.6,91,0.745,0.014,0.745,21,4,8,0,0,0.361,0.611,0.112,0.82,0.173,0
EK5703,EK,Emirates,BCN,Barcelona,LHR,London,2025-07-09 16:55:00,2025-07-09 18:21:01,2025-07-09 17:21:00,2025-07-09 18:47:01,delayed,26,1147,B747,clear,31.1,6.5,14.7,0.0,55,cloudy,23.3,13.3,15.0,0.1,95,0.184,0.184,0.043,16,2,7,0,0,0.694,0.442,0.945,0.88,0.071,1
AA6291,AA,American Airlines,CDG,Paris,JFK,New York,2026-01-07 01:25:00,2026-01-07 08:42:28,2026-01-07 01:21:00,2026-01-07 08:38:28,on_time,0,5833,A350,storm,11.1,54.9,3.3,34.5,74,cloudy,27.4,24.3,12.9,0.2,46,0.792,0.792,0.209,1,2,1,0,0,0.338,0.014,0.661,0.81,0.126,0
AA9343,AA,American Airlines,JFK,New York,LHR,London,2025-10-08 18:40:00,2025-10-09 01:35:30,2025-10-08 19:42:00,2025-10-09 02:37:30,delayed,62,5540,B777,clear,20.3,3.5,15.7,0.0,90,rain,9.9,13.7,8.0,3.6,63,0.422,0.201,0.422,18,2,10,0,0,0.358,0.716,0.0,0.81,0.093,1
DL4257,DL,Delta Air Lines,BCN,Barcelona,DXB,Dubai,2025-09-15 18:05:00,2025-09-16 00:33:07,2025-09-15 18:07:00,2025-09-16 00:35:07,on_time,0,5175,A380,cloudy,8.0,24.5,15.0,0.5,41,clear,25.2,9.7,12.2,0.0,50,0.215,0.091,0.215,18,0,9,0,0,0.562,0.95,0.175,0.83,0.185,0
VY6999,VY,Vueling,JFK,New York,ORY,Paris,2025-12-23 22:50:00,2025-12-24 06:07:24,2025-12-23 22:51:00,2025-12-24 06:08:24,on_time,0,5832,B777,rain,14.5,37.7,7.8,10.2,68,fog,3.6,4.4,0.5,0.5,61,0.636,0.481,0.636,22,1,12,0,0,0.05,0.099,0.0,0.7,0.193,0
AA9877,AA,American Airlines,CDG,Paris,JFK,New York,2025-05-16 16:40:00,2025-05-16 23:57:28,2025-05-16 16:38:00,2025-05-16 23:55:28,on_time,0,5833,B737,cloudy,14.4,16.3,13.9,0.4,55,clear,29.8,11.7,12.6,0.0,69,0.214,0.214,0.032,16,4,5,0,0,0.448,0.579,0.317,0.81,0.126,0
AA4490,AA,American Airlines,JFK,New York,FCO,Rome,2025-12-31 07:30:00,2025-12-31 16:04:52,2025-12-31 07:34:00,2025-12-31 16:08:52,on_time,0,6865,B777,cloudy,7.2,16.3,14.1,0.4,42,snow,-2.6,18.0,5.7,4.7,46,0.653,0.134,0.653,7,2,12,0,0,0.452,0.459,0.445,0.81,0.232,0
IB3585,IB,Iberia,ORY,Paris,CDG,Paris,2025-07-27 11:10:00,2025-07-27 11:12:33,2025-07-27 12:41:00,2025-07-27 12:43:33,delayed,91,34,B787,fog,15.3,9.3,0.7,0.4,95,clear,25.3,9.7,15.1,0.0,48,0.573,0.573,0.07,11,6,7,1,0,0.603,0.617,0.589,0.76,0.198,1
AF6400,AF,Air France,CDG,Paris,LHR,London,2026-01-07 18:20:00,2026-01-07 18:45:57,2026-01-07 18:24:00,2026-01-07 18:49:57,on_time,0,346,A350,clear,27.4,11.2,16.0,0.0,41,snow,-3.7,9.6,6.0,19.9,83,0.489,0.0,0.489,18,2,1,0,0,0.794,0.771,0.818,0.78,0.23,0
U23578,U2,easyJet,FCO,Rome,JFK,New York,2025-12-07 09:25:00,2025-12-07 17:59:52,2025-12-07 09:27:00,2025-12-07 18:01:52,on_time,0,6865,B747,snow,-5.2,13.8,4.1,14.0,90,storm,18.2,53.6,4.3,12.4,89,0.88,0.524,0.88,9,6,12,1,0,0.818,0.784,0.852,0.72,0.128,0
LH6271,LH,Lufthansa,JFK,New York,CDG,Paris,2025-12-05 07:30:00,2025-12-05 14:47:28,2025-12-05 07:28:00,2025-12-05 14:45:28,on_time,0,5833,B747,rain,8.3,10.1,6.9,11.9,32,storm,20.8,74.0,1.7,28.6,40,1.0,0.477,1.0,7,4,12,0,0,0.47,0.295,0.645,0.8,0.233,0
EK3647,EK,Emirates,DXB,Dubai,CDG,Paris,2025-02-03 10:00:00,2025-02-03 16:32:51,2025-02-03 11:08:00,2025-02-03 17:40:51,delayed,68,5238,B737,cloudy,27.2,17.0,11.7,0.1,50,cloudy,8.1,12.0,7.6,0.4,46,0.384,0.177,0.384,10,0,2,0,0,0.673,0.822,0.525,0.88,0.11,1
AA6608,AA,American Airlines,ORY,Paris,FCO,Rome,2025-06-08 09:40:00,2025-06-08 11:01:40,2025-06-08 09:43:00,2025-06-08 11:04:40,on_time,0,1089,A320,cloudy,8.1,19.7,8.9,0.4,92,clear,24.6,5.8,12.0,0.0,59,0.294,0.294,0.031,9,6,6,1,0,0.604,0.685,0.522,0.81,0.14,0
AF9602,AF,Air France,CDG,Paris,ORY,Paris,2025-02-10 09:30:00,2025-02-10 09:32:33,2025-02-10 09:26:00,2025-02-10 09:28:33,on_time,0,34,A321,clear,33.7,3.0,19.7,0.0,42,cloudy,15.5,12.2,12.3,0.4,57,0.259,0.0,0.259,9,0,2,0,0,0.694,0.689,0.699,0.78,0.069,0
AF9843,AF,Air France,LHR,London,JFK,New York,2025-11-16 07:40:00,2025-11-16 14:35:30,2025-11-16 08:57:00,2025-11-16 15:52:30,delayed,77,5540,B747,clear,32.6,0.8,18.3,0.0,42,fog,17.9,0.3,1.3,0.7,65,0.658,0.259,0.658,7,6,11,1,0,0.464,0.293,0.635,0.78,0.068,1
AZ9031,AZ,ITA Airways,FCO,Rome,LHR,London,2025-06-17 07:45:00,2025-06-17 09:33:13,2025-06-17 07:45:00,2025-06-17 09:33:13,on_time,0,1443,B787,clear,29.3,4.8,19.0,0.0,40,clear,31.5,6.8,17.7,0.0,45,0.046,0.046,0.0,7,1,6,0,0,0.633,0.382,0.883,0.74,0.161,0
VY7670,VY,Vueling,BCN,Barcelona,CDG,Paris,2025-08-27 07:10:00,2025-08-27 08:14:21,2025-08-27 08:17:00,2025-08-27 09:21:21,delayed,67,858,E190,clear,26.7,1.9,14.8,0.0,77,cloudy,19.8,23.6,6.9,0.4,40,0.278,0.278,0.065,7,2,8,0,0,0.683,0.492,0.874,0.7,0.203,1
BA8745,BA,British Airways,ORY,Paris,FCO,Rome,2025-06-16 16:40:00,2025-06-16 18:01:40,2025-06-16 16:37:00,2025-06-16 17:58:40,on_time,0,1089,B787,clear,16.0,2.5,19.6,0.0,73,rain,8.0,18.9,4.9,10.2,67,0.484,0.0,0.484,16,0,6,0,0,0.72,0.635,0.805,0.82,0.14,0
IB3601,IB,Iberia,ORY,Paris,JFK,New York,2026-01-07 18:05:00,2026-01-08 01:22:24,2026-01-07 18:03:00,2026-01-08 01:20:24,on_time,0,5832,A330,rain,9.7,29.7,4.2,11.4,50,clear,29.8,5.4,15.2,0.0,52,0.299,0.299,0.169,18,2,1,0,0,0.374,0.726,0.023,0.76,0.147,0
BA790,BA,British Airways,CDG,Paris,ORY,Paris,2025-12-13 17:35:00,2025-12-13 17:37:33,2025-12-13 18:31:00,2025-12-13 18:33:33,delayed,56,34,B777,fog,0.6,8.7,0.2,0.9,60,storm,12.9,61.9,1.3,36.3,32,0.883,0.534,0.883,17,5,12,1,0,0.721,0.651,0.791,0.82,0.069,1
EK6715,EK,Emirates,FCO,Rome,LHR,London,2025-06-01 13:40:00,2025-06-01 15:28:13,2025-06-01 13:41:00,2025-06-01 15:29:13,on_time,0,1443,A350,clear,22.5,6.4,11.1,0.0,35,clear,34.4,14.0,19.9,0.0,49,0.131,0.052,0.131,13,6,6,1,0,0.601,0.519,0.682,0.88,0.161,0
AZ9767,AZ,ITA Airways,ORY,Paris,BCN,Barcelona,2025-09-20 20:45:00,2025-09-20 21:46:57,2025-09-20 21:41:00,2025-09-20 22:42:57,delayed,56,826,B747,clear,22.4,14.3,15.2,0.0,61,clear,28.9,4.5,19.7,0.0,46,0.132,0.132,0.083,20,5,9,1,0,0.394,0.411,0.377,0.74,0.208,1
DL5701,DL,Delta Air Lines,DXB,Dubai,BCN,Barcelona,2025-04-26 14:15:00,2025-04-26 20:43:07,2025-04-26 14:15:00,2025-04-26 20:43:07,on_time,0,5175,B777,cloudy,10.1,14.6,10.5,0.1,67,clear,33.7,14.7,12.1,0.0,63,0.188,0.188,0.141,14,5,4,1,0,0.446,0.309,0.582,0.83,0.112,0
U23297,U2,easyJet,DXB,Dubai,JFK,New York,2025-10-14 16:00:00,2025-10-15 05:45:04,2025-10-14 15:58:00,2025-10-15 05:43:04,on_time,0,11001,B787,storm,16.4,55.3,2.5,31.5,79,rain,16.8,36.6,3.2,6.2,83,0.738,0.738,0.393,16,1,10,0,0,0.301,0.389,0.213,0.72,0.146,0
BA5657,BA,British Airways,DXB,Dubai,JFK,New York,2025-02-24 16:05:00,2025-02-25 05:50:04,2025-02-24 16:02:00,2025-02-25 05:47:04,on_time,0,11001,B737,clear,34.9,8.6,13.5,0.0,65,cloudy,14.6,13.4,8.0,0.2,53,0.113,0.113,0.037,16,0,2,0,0,0.319,0.382,0.256,0.82,0.146,0
U2765,U2,easyJet,JFK,New York,DXB,Dubai,2025-03-17 13:20:00,2025-03-18 03:05:04,2025-03-17 13:16:00,2025-03-18 03:01:04,on_time,0,11001,A380,cloudy,25.5,8.9,12.0,0.2,65,cloudy,12.1,23.3,11.9,0.5,89,0.274,0.274,0.049,13,0,3,0,0,0.292,0.54,0.043,0.72,0.24,0
LH815,LH,Lufthansa,ORY,Paris,LHR,London,2025-12-24 16:30:00,2025-12-24 16:57:22,2025-12-24 16:31:00,2025-12-24 16:58:22,on_time,0,365,A380,clear,17.5,14.8,13.0,0.0,84,clear,25.0,8.6,12.8,0.0,75,0.191,0.0,0.191,16,2,12,0,0,0.576,0.555,0.596,0.8,0.082,0
TK709,TK,Turkish Airlines,DXB,Dubai,ORY,Paris,2025-03-30 13:05:00,2025-03-30 19:38:27,2025-03-30 13:38:00,2025-03-30 20:11:27,delayed,33,5246,B787,clear,31.8,8.2,11.2,0.0,77,cloudy,7.4,16.2,11.2,0.2,62,0.138,0.02,0.138,13,6,3,1,0,0.708,0.565,0.852,0.77,0.064,1
LH9685,LH,Lufthansa,DXB,Dubai,ORY,Paris,2025-09-29 16:10:00,2025-09-29 22:43:27,2025-09-29 16:08:00,2025-09-29 22:41:27,on_time,0,5246,B787,cloudy,20.0,8.3,14.0,0.3,56,snow,-1.7,26.4,5.8,3.5,52,0.7,0.351,0.7,16,0,9,0,0,0.452,0.524,0.379,0.8,0.064,0
AF9859,AF,Air France,DXB,Dubai,BCN,Barcelona,2025-10-21 10:25:00,2025-10-21 16:53:07,2025-10-21 10:30:00,2025-10-21 16:58:07,on_time,0,5175,B747,storm,26.8,38.1,3.0,21.3,34,rain,18.3,37.5,9.5,13.9,41,1.0,1.0,0.403,10,1,10,0,0,0.681,0.809,0.552,0.78,0.112,0
TK9243,TK,Turkish Airlines,ORY,Paris,LHR,London,2025-10-01 12:50:00,2025-10-01 13:17:22,2025-10-01 12:54:00,2025-10-01 13:21:22,on_time,0,365,A380,rain,9.0,27.7,5.4,13.7,55,clear,28.0,5.3,14.4,0.0,39,0.499,0.499,0.18,12,2,10,0,0,0.604,0.526,0.682,0.77,0.082,0
IB6757,IB,Iberia,JFK,New York,LHR,London,2025-06-09 10:30:00,2025-06-09 17:25:30,2025-06-09 10:26:00,2025-06-09 17:21:30,on_time,0,5540,A321,rain,5.6,15.3,3.5,9.0,65,rain,21.9,10.4,8.8,10.1,62,0.404,0.382,0.404,10,0,6,0,0,0.708,0.825,0.592,0.76,0.093,0
EK3559,EK,Emirates,LHR,London,CDG,Paris,2025-12-05 22:10:00,2025-12-05 22:35:57,2025-12-05 22:58:00,2025-12-05 23:23:57,delayed,48,346,E190,storm,19.0,37.0,4.4,38.4,62,snow,-3.4,18.0,4.7,5.1,41,1.0,1.0,0.67,22,4,12,0,0,0.311,0.263,0.36,0.88,0.11,1
TK4756,TK,Turkish Airlines,JFK,New York,CDG,Paris,2025-09-20 11:35:00,2025-09-20 18:52:28,2025-09-20 11:33:00,2025-09-20 18:50:28,on_time,0,5833,A330,cloudy,8.7,6.0,11.5,0.0,47,cloudy,25.9,10.6,14.9,0.2,76,0.169,0.07,0.169,11,5,9,1,0,0.73,0.538,0.921,0.77,0.233,0
U23352,U2,easyJet,FCO,Rome,ORY,Paris,2025-04-17 08:45:00,2025-04-17 10:06:40,2025-04-17 08:44:00,2025-04-17 10:05:40,on_time,0,1089,B777,cloudy,8.6,13.2,11.0,0.2,55,rain,16.3,33.6,6.7,4.8,49,0.262,0.258,0.262,8,3,4,0,0,0.913,0.827,1.0,0.72,0.138,0
IB3791,IB,Iberia,ORY,Paris,BCN,Barcelona,2025-11-18 15:40:00,2025-11-18 16:41:57,2025-11-18 16:10:00,2025-11-18 17:11:57,delayed,30,826,B787,cloudy,6.5,24.8,10.6,0.0,94,rain,16.0,34.1,7.1,4.9,84,0.262,0.067,0.262,15,1,11,0,0,0.497,0.468,0.526,0.76,0.208,1
LH2913,LH,Lufthansa,LHR,London,ORY,Paris,2025-11-09 14:15:00,2025-11-09 14:42:22,2025-11-09 15:44:00,2025-11-09 16:11:22,delayed,89,365,B747,rain,9.1,35.6,4.0,2.6,82,clear,34.8,3.4,14.9,0.0,54,0.379,0.379,0.0,14,6,11,1,0,0.53,0.509,0.552,0.8,0.213,1
FR4307,FR,Ryanair,DXB,Dubai,BCN,Barcelona,2025-08-09 08:30:00,2025-08-09 14:58:07,2025-08-09 08:53:00,2025-08-09 15:21:07,delayed,23,5175,B787,clear,25.2,13.1,16.8,0.0,41,clear,27.5,1.8,11.7,0.0,71,0.121,0.0,0.121,8,5,8,1,0,0.743,0.772,0.714,0.68,0.112,1
FR8427,FR,Ryanair,BCN,Barcelona,DXB,Dubai,2026-01-31 08:05:00,2026-01-31 14:33:07,2026-01-31 08:50:00,2026-01-31 15:18:07,delayed,45,5175,B747,snow,-5.0,10.6,4.5,13.1,51,clear,31.4,14.8,11.6,0.0,62,0.779,0.779,0.0,8,5,1,1,0,0.503,0.543,0.463,0.68,0.185,1
FR8150,FR,Ryanair,LHR,London,ORY,Paris,2025-04-06 17:05:00,2025-04-06 17:32:22,2025-04-06 18:36:00,2025-04-06 19:03:22,delayed,91,365,B737,clear,17.8,8.6,10.7,0.0,33,rain,5.6,15.5,3.8,2.9,31,0.377,0.108,0.377,17,6,4,1,0,0.911,0.958,0.865,0.68,0.213,1
IB8277,IB,Iberia,CDG,Paris,DXB,Dubai,2025-02-15 23:20:00,2025-02-16 05:52:51,2025-02-16 00:08:00,2025-02-16 06:40:51,delayed,48,5238,B747,snow,-8.1,7.1,1.7,14.1,62,cloudy,6.9,13.0,7.8,0.4,84,0.531,0.531,0.162,23,5,2,1,0,0.137,0.273,0.0,0.76,0.111,1
AZ9396,AZ,ITA Airways,CDG,Paris,LHR,London,2026-01-22 07:05:00,2026-01-22 07:30:57,2026-01-22 07:03:00,2026-01-22 07:28:57,on_time,0,346,B737,storm,18.0,53.1,4.7,25.0,56,clear,15.6,8.3,16.4,0.0,55,0.841,0.841,0.156,7,3,1,0,0,0.405,0.442,0.368,0.74,0.23,0
DL8121,DL,Delta Air Lines,ORY,Paris,DXB,Dubai,2025-08-29 13:05:00,2025-08-29 19:38:27,2025-08-29 13:00:00,2025-08-29 19:33:27,on_time,0,5246,A321,rain,6.6,31.4,8.4,1.0,63,clear,17.7,13.1,12.6,0.0,86,0.506,0.506,0.0,13,4,8,0,0,0.575,0.549,0.6,0.83,0.191,0
AZ9984,AZ,ITA Airways,FCO,Rome,ORY,Paris,2026-01-22 10:50:00,2026-01-22 12:11:40,2026-01-22 11:22:00,2026-01-22 12:43:40,delayed,32,1089,A330,cloudy,18.3,17.6,14.6,0.0,85,clear,21.6,5.2,16.1,0.0,63,0.231,0.231,0.034,10,3,1,0,0,0.435,0.557,0.314,0.74,0.138,1
IB2693,IB,Iberia,BCN,Barcelona,ORY,Paris,2025-12-09 10:05:00,2025-12-09 11:06:57,2025-12-09 10:02:00,2025-12-09 11:03:57,on_time,0,826,B787,storm,9.1,38.3,3.8,27.9,77,cloudy,8.8,18.6,11.4,0.3,48,1.0,1.0,0.287,10,1,12,0,0,0.696,0.907,0.485,0.76,0.17,0
U28516,U2,easyJet,DXB,Dubai,BCN,Barcelona,2025-11-19 22:10:00,2025-11-20 04:38:07,2025-11-19 22:08:00,2025-11-20 04:36:07,on_time,0,5175,B777,clear,28.8,2.6,10.2,0.0,35,cloudy,11.6,13.5,7.1,0.2,52,0.041,0.041,0.021,22,2,11,0,0,0.115,0.23,0.0,0.72,0.112,0
U27040,U2,easyJet,FCO,Rome,DXB,Dubai,2025-10-26 20:40:00,2025-10-27 02:05:43,2025-10-26 20:39:00,2025-10-27 02:04:43,on_time,0,4343,A350,clear,25.9,9.8,17.1,0.0,80,cloudy,25.4,7.2,14.5,0.2,33,0.179,0.028,0.179,20,6,10,1,0,0.285,0.464,0.105,0.72,0.238,0
AF1660,AF,Air France,JFK,New York,FCO,Rome,2025-11-08 19:25:00,2025-11-09 03:59:52,2025-11-08 19:42:00,2025-11-09 04:16:52,delayed,17,6865,A321,rain,15.1,27.7,6.0,4.3,53,rain,6.1,25.7,3.5,6.4,64,0.53,0.53,0.358,19,5,11,1,0,0.438,0.792,0.084,0.78,0.232,1
AF3395,AF,Air France,FCO,Rome,DXB,Dubai,2026-01-31 16:15:00,2026-01-31 21:40:43,2026-01-31 16:12:00,2026-01-31 21:37:43,on_time,0,4343,B787,cloudy,21.6,18.3,9.0,0.1,34,clear,23.1,5.0,13.4,0.0,42,0.088,0.088,0.004,16,5,1,1,0,0.496,0.533,0.458,0.78,0.238,0
BA9633,BA,British Airways,BCN,Barcelona,FCO,Rome,2025-07-08 15:00:00,2025-07-08 16:03:27,2025-07-08 15:04:00,2025-07-08 16:07:27,on_time,0,846,A380,clear,23.1,13.4,12.4,0.0,47,fog,2.0,4.4,1.5,0.1,49,0.424,0.297,0.424,15,1,7,0,0,0.515,0.515,0.515,0.82,0.212,0
